RANK,NAME,SYMBOL,PRICE($),VOLUME,MARKETCAP,EventProcessedDate
31,ChainLink,link,6.80749,79366560,3346565933.0,2023-02-14
32,TRON,trx,0.0666452,77296487,6134986545.0,2023-02-14
33,Polkadot,dot,6.22849,76238117,7358681874.0,2023-02-14
34,Hedera,hbar,0.0883955,72914200,2251702073.0,2023-02-14
35,Cosmos,atom,13.4533,67367423,3894458693.0,2023-02-14
36,Oasis Network,rose,0.0787277,67013328,395949893.0,2023-02-14
37,Terra Classic,luna,0.000169233,62616114,1006225016.0,2023-02-14
38,Multi Collateral DAI,dai,0.999949,62369886,5194590561.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61374692,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24461,59760002,1878389983.0,2023-02-14
41,Aave,aave,83.1653,56651626,1176839999.0,2023-02-14
42,Highstreet,high,3.243,56466985,99374110.0,2023-02-14
43,Blur,blur,0.694716,52296409,0.0,2023-02-14
44,Filecoin,fil,5.08234,51520441,1979642990.0,2023-02-14
45,USDD,usdd,0.986213,51093402,715331987.0,2023-02-14
46,Ocean Protocol,ocean,0.47557,49003692,206410167.0,2023-02-14
47,Loopring,lrc,0.412004,48351721,513353610.0,2023-02-14
48,Decentraland,mana,0.674924,47787438,1226079748.0,2023-02-14
49,JasmyCoin,jasmy,0.00663985,47148319,170826728.0,2023-02-14
50,ApeCoin,ape,5.20238,47066032,1898462634.0,2023-02-14
1,Tether,usdt,1.0004,19064489154,69210062047.0,2023-02-14
2,Bitcoin,btc,22258.2,13593756580,428731579829.0,2023-02-14
3,Binance USD,busd,0.999444,7374256953,21831263712.0,2023-02-14
4,Ethereum,eth,1557.14,3193137405,189111804255.0,2023-02-14
5,USD Coin,usdc,1.0,579653007,42565676040.0,2023-02-14
6,Solana,sol,21.9069,459399540,8027018137.0,2023-02-14
7,XRP,xrp,0.378722,391737711,19085903902.0,2023-02-14
8,Polygon,matic,1.25527,382202624,11241587182.0,2023-02-14
9,Binance Coin,bnb,297.502,343946980,47775207228.0,2023-02-14
10,Aptos,apt,14.4489,323035571,2114059485.0,2023-02-14
11,Fantom,ftm,0.512249,320979554,1422624385.0,2023-02-14
12,Hashflow,hft,0.701363,237335078,122899264.0,2023-02-14
13,SingularityNET,agix,0.468146,223367944,548407866.0,2023-02-14
14,Cardano,ada,0.387936,182903392,13595243848.0,2023-02-14
15,Dogecoin,doge,0.0833272,169649000,11439789641.0,2023-02-14
16,SHIBA INU,shib,1.27689e-05,167929891,7525645420.0,2023-02-14
17,Optimism,op,2.40598,161885062,540741052.0,2023-02-14
18,The Graph,grt,0.168303,159338267,1479072644.0,2023-02-14
19,Litecoin,ltc,95.2022,155855367,6837384449.0,2023-02-14
20,Fetch.ai,fet,0.457571,155305631,314863197.0,2023-02-14
21,Lido DAO Token,ldo,2.54066,132607951,2105362696.0,2023-02-14
22,Mina,mina,0.998816,116109802,837585350.0,2023-02-14
23,Render Token,rndr,1.73207,108869987,479505764.0,2023-02-14
24,Avalanche,avax,18.0883,98351773,5659717607.0,2023-02-14
25,dYdX,dydx,2.63419,95810276,368592455.0,2023-02-14
26,Gala,gala,0.0439721,95585894,331660011.0,2023-02-14
27,Magic,magic,1.65545,90884790,342673995.0,2023-02-14
28,Hooked Protocol,hook,2.59479,88464006,129739839.0,2023-02-14
29,Curve,crv,1.07707,87311661,784153880.0,2023-02-14
30,The Sandbox,sand,0.711952,79525996,1119158685.0,2023-02-14
31,ChainLink,link,6.80669,79367229,3346170450.0,2023-02-14
32,TRON,trx,0.0666452,77297584,6134986545.0,2023-02-14
33,Polkadot,dot,6.22852,76238881,7358717183.0,2023-02-14
34,Hedera,hbar,0.0883955,72914586,2251702073.0,2023-02-14
35,Cosmos,atom,13.454,67367925,3894661724.0,2023-02-14
36,Oasis Network,rose,0.0787277,67013786,395949894.0,2023-02-14
37,Terra Classic,luna,0.000169233,62616114,1006225015.0,2023-02-14
38,Multi Collateral DAI,dai,0.999949,62371841,5194590569.0,2023-02-14
39,TerraClassicUSD,ust,0.03026,61374692,296532879.0,2023-02-14
40,NEAR Protocol,near,2.24673,59760264,1880160587.0,2023-02-14
41,Aave,aave,83.2436,56652155,1177947422.0,2023-02-14
42,Highstreet,high,3.243,56467186,99374110.0,2023-02-14
43,Blur,blur,0.693077,52296409,0.0,2023-02-14
44,Filecoin,fil,5.08061,51520707,1978968655.0,2023-02-14
45,USDD,usdd,0.986212,51098268,715331177.0,2023-02-14
46,Ocean Protocol,ocean,0.47557,49003870,206410167.0,2023-02-14
47,Loopring,lrc,0.412004,48352074,513353610.0,2023-02-14
48,Decentraland,mana,0.674924,47787714,1226079748.0,2023-02-14
49,JasmyCoin,jasmy,0.00663985,47148507,170826728.0,2023-02-14
50,ApeCoin,ape,5.20243,47066254,1898482681.0,2023-02-14
1,Tether,usdt,1.0004,19065045599,69210256726.0,2023-02-14
2,Bitcoin,btc,22256.3,13593850276,428696275598.0,2023-02-14
3,Binance USD,busd,0.999444,7374686053,21831263686.0,2023-02-14
4,Ethereum,eth,1557.21,3193131996,189120437017.0,2023-02-14
5,USD Coin,usdc,1.0,579657612,42565676508.0,2023-02-14
6,Solana,sol,21.9078,459399097,8027354968.0,2023-02-14
7,XRP,xrp,0.37859,391737165,19079237545.0,2023-02-14
8,Polygon,matic,1.25484,382202097,11237728844.0,2023-02-14
9,Binance Coin,bnb,297.502,343946786,47775207228.0,2023-02-14
10,Aptos,apt,14.4496,323035609,2114155582.0,2023-02-14
11,Fantom,ftm,0.512249,320979149,1422624385.0,2023-02-14
12,Hashflow,hft,0.702227,237334569,123050716.0,2023-02-14
13,SingularityNET,agix,0.467991,223366892,548225991.0,2023-02-14
14,Cardano,ada,0.388174,182903061,13603568495.0,2023-02-14
15,Dogecoin,doge,0.0833517,169648866,11443151312.0,2023-02-14
16,SHIBA INU,shib,1.2769e-05,167930223,7525674617.0,2023-02-14
17,Optimism,op,2.40883,161885221,541380741.0,2023-02-14
18,The Graph,grt,0.168231,159338274,1478442403.0,2023-02-14
19,Litecoin,ltc,95.2363,155854834,6839837887.0,2023-02-14
20,Fetch.ai,fet,0.457906,155305420,315093666.0,2023-02-14
21,Lido DAO Token,ldo,2.54066,132607985,2105363127.0,2023-02-14
22,Mina,mina,0.999626,116109838,838264484.0,2023-02-14
23,Render Token,rndr,1.73255,108870091,479640471.0,2023-02-14
24,Avalanche,avax,18.0965,98351731,5662282146.0,2023-02-14
25,dYdX,dydx,2.63519,95810329,368733145.0,2023-02-14
26,Gala,gala,0.0439729,95585905,331666192.0,2023-02-14
27,Magic,magic,1.65545,90884835,342673995.0,2023-02-14
28,Hooked Protocol,hook,2.59415,88463924,129707829.0,2023-02-14
29,Curve,crv,1.07707,87311694,784153880.0,2023-02-14
30,The Sandbox,sand,0.711703,79525812,1118767161.0,2023-02-14
31,ChainLink,link,6.80669,79367157,3346170450.0,2023-02-14
32,TRON,trx,0.0666452,77297397,6134986545.0,2023-02-14
33,Polkadot,dot,6.22909,76238699,7359393168.0,2023-02-14
34,Hedera,hbar,0.0884638,72914542,2253443051.0,2023-02-14
35,Cosmos,atom,13.4563,67367842,3895315224.0,2023-02-14
36,Oasis Network,rose,0.0787277,67013756,395949894.0,2023-02-14
37,Terra Classic,luna,0.000169233,62616211,1006225015.0,2023-02-14
38,Multi Collateral DAI,dai,0.999949,62371322,5194590569.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61374709,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24673,59760259,1880160477.0,2023-02-14
41,Aave,aave,83.2265,56652067,1177705244.0,2023-02-14
42,Highstreet,high,3.243,56467176,99374110.0,2023-02-14
43,Blur,blur,0.693857,52296540,0.0,2023-02-14
44,Filecoin,fil,5.08321,51520691,1979980264.0,2023-02-14
45,USDD,usdd,0.986215,51097943,715333735.0,2023-02-14
46,Ocean Protocol,ocean,0.475578,49003884,206413629.0,2023-02-14
47,Loopring,lrc,0.411723,48352026,513003446.0,2023-02-14
48,Decentraland,mana,0.675007,47787671,1226231730.0,2023-02-14
49,JasmyCoin,jasmy,0.00663009,47148529,170575662.0,2023-02-14
50,ApeCoin,ape,5.2032,47066281,1898764446.0,2023-02-14
1,Tether,usdt,1.00033,19066370064,69205346992.0,2023-02-14
2,Bitcoin,btc,22256.6,13595130609,428700972376.0,2023-02-14
3,Binance USD,busd,0.999444,7373263007,21831263686.0,2023-02-14
4,Ethereum,eth,1556.65,3194186625,189052945972.0,2023-02-14
5,USD Coin,usdc,1.0,579719884,42565676423.0,2023-02-14
6,Solana,sol,21.893,459856391,8021944205.0,2023-02-14
7,XRP,xrp,0.378563,391688882,19077879493.0,2023-02-14
8,Polygon,matic,1.2558,382286731,11246344462.0,2023-02-14
9,Binance Coin,bnb,297.643,343903357,47797836998.0,2023-02-14
10,Aptos,apt,14.4233,322984235,2110314129.0,2023-02-14
11,Fantom,ftm,0.512537,320977806,1423424217.0,2023-02-14
12,Hashflow,hft,0.702717,237355280,123136591.0,2023-02-14
13,SingularityNET,agix,0.461792,223609274,540963878.0,2023-02-14
14,Cardano,ada,0.388239,182955944,13605878182.0,2023-02-14
15,Dogecoin,doge,0.0833093,169655982,11437329751.0,2023-02-14
16,SHIBA INU,shib,1.27598e-05,167938882,7520293527.0,2023-02-14
17,Optimism,op,2.40887,162037700,541391811.0,2023-02-14
18,The Graph,grt,0.168134,159432001,1477592748.0,2023-02-14
19,Litecoin,ltc,95.0975,155878330,6829869844.0,2023-02-14
20,Fetch.ai,fet,0.456145,155316792,313881530.0,2023-02-14
21,Lido DAO Token,ldo,2.54064,132661843,2105347251.0,2023-02-14
22,Mina,mina,1.00037,116078506,838892975.0,2023-02-14
23,Render Token,rndr,1.7384,108861180,481259564.0,2023-02-14
24,Avalanche,avax,18.0719,98448446,5654584283.0,2023-02-14
25,dYdX,dydx,2.63536,95886773,368755879.0,2023-02-14
26,Gala,gala,0.0439774,95601167,331699406.0,2023-02-14
27,Magic,magic,1.65755,90884228,343109190.0,2023-02-14
28,Hooked Protocol,hook,2.60866,88475276,130433323.0,2023-02-14
29,Curve,crv,1.07919,87298673,785697064.0,2023-02-14
30,The Sandbox,sand,0.711807,79597055,1118930579.0,2023-02-14
31,ChainLink,link,6.8024,79402430,3344063935.0,2023-02-14
32,TRON,trx,0.0666453,77316319,6134990927.0,2023-02-14
33,Polkadot,dot,6.2292,76286792,7359525473.0,2023-02-14
34,Hedera,hbar,0.0883149,72877202,2249648445.0,2023-02-14
35,Cosmos,atom,13.4341,67358416,3888888952.0,2023-02-14
36,Oasis Network,rose,0.079289,67213078,398772894.0,2023-02-14
37,Terra Classic,luna,0.000169746,62576319,1009275415.0,2023-02-14
38,Multi Collateral DAI,dai,0.99994,62368532,5194542797.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61356774,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24602,59826970,1879569107.0,2023-02-14
41,Aave,aave,83.2736,56667025,1178372924.0,2023-02-14
42,Highstreet,high,3.24102,56455567,99313489.0,2023-02-14
43,Blur,blur,0.695253,52422869,0.0,2023-02-14
44,Filecoin,fil,5.08405,51551494,1980307776.0,2023-02-14
45,USDD,usdd,0.986125,51105792,715268111.0,2023-02-14
46,Ocean Protocol,ocean,0.475105,49014560,206208406.0,2023-02-14
47,Loopring,lrc,0.411435,48379267,512644882.0,2023-02-14
48,Decentraland,mana,0.675509,47790537,1227143690.0,2023-02-14
49,JasmyCoin,jasmy,0.00663975,47169439,170823966.0,2023-02-14
50,ApeCoin,ape,5.2001,47113605,1897633534.0,2023-02-14
1,Tether,usdt,1.00033,19061255025,69205336338.0,2023-02-14
2,Bitcoin,btc,22248.9,13595024276,428553503673.0,2023-02-14
3,Binance USD,busd,0.999444,7371738372,21831263686.0,2023-02-14
4,Ethereum,eth,1556.08,3194129209,188982796310.0,2023-02-14
5,USD Coin,usdc,1.0,579680686,42565676423.0,2023-02-14
6,Solana,sol,21.8787,459851095,8016705547.0,2023-02-14
7,XRP,xrp,0.378559,391683756,19077693241.0,2023-02-14
8,Polygon,matic,1.25557,382281210,11244255858.0,2023-02-14
9,Binance Coin,bnb,297.643,343890864,47797836998.0,2023-02-14
10,Aptos,apt,14.4209,322981662,2109968951.0,2023-02-14
11,Fantom,ftm,0.512735,320972576,1423973851.0,2023-02-14
12,Hashflow,hft,0.701949,237351308,123001970.0,2023-02-14
13,SingularityNET,agix,0.462026,223604238,541238775.0,2023-02-14
14,Cardano,ada,0.388162,182952841,13603152647.0,2023-02-14
15,Dogecoin,doge,0.0833012,169654330,11436223078.0,2023-02-14
16,SHIBA INU,shib,1.27599e-05,167938845,7520305256.0,2023-02-14
17,Optimism,op,2.40887,162036259,541391810.0,2023-02-14
18,The Graph,grt,0.167989,159430699,1476311988.0,2023-02-14
19,Litecoin,ltc,95.0816,155874620,6828727159.0,2023-02-14
20,Fetch.ai,fet,0.455572,155314804,313487690.0,2023-02-14
21,Lido DAO Token,ldo,2.54064,132660804,2105347251.0,2023-02-14
22,Mina,mina,1.00037,116077710,838892899.0,2023-02-14
23,Render Token,rndr,1.73691,108860672,480846795.0,2023-02-14
24,Avalanche,avax,18.0717,98447504,5654549627.0,2023-02-14
25,dYdX,dydx,2.63553,95885978,368779792.0,2023-02-14
26,Gala,gala,0.0439498,95600472,331491961.0,2023-02-14
27,Magic,magic,1.65755,90883574,343109190.0,2023-02-14
28,Hooked Protocol,hook,2.60877,88474204,130438668.0,2023-02-14
29,Curve,crv,1.07855,87297905,785227659.0,2023-02-14
30,The Sandbox,sand,0.711539,79595618,1118509038.0,2023-02-14
31,ChainLink,link,6.8024,79401038,3344063938.0,2023-02-14
32,TRON,trx,0.0666453,77314114,6134990927.0,2023-02-14
33,Polkadot,dot,6.2279,76285161,7357984765.0,2023-02-14
34,Hedera,hbar,0.0883149,72876370,2249648438.0,2023-02-14
35,Cosmos,atom,13.4284,67357358,3887255895.0,2023-02-14
36,Oasis Network,rose,0.0791965,67212110,398307826.0,2023-02-14
37,Terra Classic,luna,0.000169746,62576315,1009275415.0,2023-02-14
38,Multi Collateral DAI,dai,0.999945,62364491,5194566498.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61356774,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24459,59826402,1878374685.0,2023-02-14
41,Aave,aave,83.2658,56665918,1178261714.0,2023-02-14
42,Highstreet,high,3.24102,56455131,99313489.0,2023-02-14
43,Blur,blur,0.685715,52422862,0.0,2023-02-14
44,Filecoin,fil,5.08231,51550919,1979633363.0,2023-02-14
45,USDD,usdd,0.986124,51095052,715267879.0,2023-02-14
46,Ocean Protocol,ocean,0.475897,49014175,206552500.0,2023-02-14
47,Loopring,lrc,0.411435,48378520,512644882.0,2023-02-14
48,Decentraland,mana,0.675515,47789946,1227154205.0,2023-02-14
49,JasmyCoin,jasmy,0.00663975,47169040,170823966.0,2023-02-14
50,ApeCoin,ape,5.2001,47113141,1897633500.0,2023-02-14
1,Tether,usdt,1.0004,19063823910,69210230160.0,2023-02-14
2,Bitcoin,btc,22248.9,13595836329,428553843065.0,2023-02-14
3,Binance USD,busd,0.999444,7372713085,21831263760.0,2023-02-14
4,Ethereum,eth,1556.46,3194249230,189029691729.0,2023-02-14
5,USD Coin,usdc,1.0,579782978,42565676423.0,2023-02-14
6,Solana,sol,21.8826,459868232,8018134443.0,2023-02-14
7,XRP,xrp,0.378799,391697944,19089797193.0,2023-02-14
8,Polygon,matic,1.25616,382295957,11249511626.0,2023-02-14
9,Binance Coin,bnb,297.643,343915131,47797837079.0,2023-02-14
10,Aptos,apt,14.4125,322997919,2108733508.0,2023-02-14
11,Fantom,ftm,0.514771,320989461,1429628280.0,2023-02-14
12,Hashflow,hft,0.701848,237361702,122984250.0,2023-02-14
13,SingularityNET,agix,0.462105,223614486,541331257.0,2023-02-14
14,Cardano,ada,0.388354,182958673,13609891401.0,2023-02-14
15,Dogecoin,doge,0.0833169,169660809,11438380986.0,2023-02-14
16,SHIBA INU,shib,1.27689e-05,167946826,7525650984.0,2023-02-14
17,Optimism,op,2.40603,162044255,540751886.0,2023-02-14
18,The Graph,grt,0.167989,159437441,1476317441.0,2023-02-14
19,Litecoin,ltc,95.0774,155881668,6828425237.0,2023-02-14
20,Fetch.ai,fet,0.455884,155320515,313701958.0,2023-02-14
21,Lido DAO Token,ldo,2.54063,132668258,2105336110.0,2023-02-14
22,Mina,mina,1.00118,116083322,839571391.0,2023-02-14
23,Render Token,rndr,1.73861,108867113,481318290.0,2023-02-14
24,Avalanche,avax,18.0799,98451189,5657102748.0,2023-02-14
25,dYdX,dydx,2.63553,95891950,368779792.0,2023-02-14
26,Gala,gala,0.0439674,95604218,331624287.0,2023-02-14
27,Magic,magic,1.65765,90888571,343129708.0,2023-02-14
28,Hooked Protocol,hook,2.61437,88478540,130718549.0,2023-02-14
29,Curve,crv,1.07866,87302660,785306398.0,2023-02-14
30,The Sandbox,sand,0.711812,79600130,1118938508.0,2023-02-14
31,ChainLink,link,6.80498,79405700,3345328615.0,2023-02-14
32,TRON,trx,0.0666488,77318801,6135317846.0,2023-02-14
33,Polkadot,dot,6.23125,76288875,7361944458.0,2023-02-14
34,Hedera,hbar,0.0883094,72879777,2249509777.0,2023-02-14
35,Cosmos,atom,13.4338,67360172,3888804453.0,2023-02-14
36,Oasis Network,rose,0.0793537,67215468,399098423.0,2023-02-14
37,Terra Classic,luna,0.000169746,62578879,1009275414.0,2023-02-14
38,Multi Collateral DAI,dai,0.999945,62370144,5194567990.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61357186,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24459,59829428,1878374698.0,2023-02-14
41,Aave,aave,83.347,56668574,1179411089.0,2023-02-14
42,Highstreet,high,3.25499,56459265,99741717.0,2023-02-14
43,Blur,blur,0.685281,52426173,0.0,2023-02-14
44,Filecoin,fil,5.08318,51553724,1979970555.0,2023-02-14
45,USDD,usdd,0.986234,51098833,715347442.0,2023-02-14
46,Ocean Protocol,ocean,0.475831,49017509,206523504.0,2023-02-14
47,Loopring,lrc,0.411808,48380900,513110282.0,2023-02-14
48,Decentraland,mana,0.675179,47792036,1226543055.0,2023-02-14
49,JasmyCoin,jasmy,0.00662999,47171256,170572902.0,2023-02-14
50,ApeCoin,ape,5.20008,47116028,1897624773.0,2023-02-14
1,Tether,usdt,1.0004,19065800393,69210247317.0,2023-02-14
2,Bitcoin,btc,22246.7,13602629494,428509899758.0,2023-02-14
3,Binance USD,busd,0.999444,7374800418,21831263760.0,2023-02-14
4,Ethereum,eth,1556.45,3194447871,189028136953.0,2023-02-14
5,USD Coin,usdc,1.0,579975441,42565676466.0,2023-02-14
6,Solana,sol,21.8826,460012829,8018124260.0,2023-02-14
7,XRP,xrp,0.378797,391625491,19089661710.0,2023-02-14
8,Polygon,matic,1.25616,382408481,11249583386.0,2023-02-14
9,Binance Coin,bnb,297.552,343917128,47783348048.0,2023-02-14
10,Aptos,apt,14.4125,322982665,2108733508.0,2023-02-14
11,Fantom,ftm,0.514426,321020466,1428670500.0,2023-02-14
12,Hashflow,hft,0.70204,237359864,123017907.0,2023-02-14
13,SingularityNET,agix,0.46224,223810837,541489125.0,2023-02-14
14,Cardano,ada,0.388276,183041967,13607172034.0,2023-02-14
15,Dogecoin,doge,0.0833331,169624010,11440594437.0,2023-02-14
16,SHIBA INU,shib,1.27598e-05,167951532,7520258094.0,2023-02-14
17,Optimism,op,2.40788,162137889,541167947.0,2023-02-14
18,The Graph,grt,0.167904,159435988,1475566307.0,2023-02-14
19,Litecoin,ltc,95.0774,155871105,6828425236.0,2023-02-14
20,Fetch.ai,fet,0.455639,155400499,313533368.0,2023-02-14
21,Lido DAO Token,ldo,2.54063,132664881,2105336110.0,2023-02-14
22,Mina,mina,1.00118,116079800,839571381.0,2023-02-14
23,Render Token,rndr,1.73874,108871333,481352817.0,2023-02-14
24,Avalanche,avax,18.08,98480447,5657136992.0,2023-02-14
25,dYdX,dydx,2.63553,95897051,368779770.0,2023-02-14
26,Gala,gala,0.0439588,95636416,331559511.0,2023-02-14
27,Magic,magic,1.66025,90904815,343666395.0,2023-02-14
28,Hooked Protocol,hook,2.61504,88518435,130752391.0,2023-02-14
29,Curve,crv,1.07833,87290646,785071553.0,2023-02-14
30,The Sandbox,sand,0.711895,79608176,1119068891.0,2023-02-14
31,ChainLink,link,6.80498,79410362,3345328616.0,2023-02-14
32,TRON,trx,0.0666488,77314986,6135317846.0,2023-02-14
33,Polkadot,dot,6.23125,76294535,7361944457.0,2023-02-14
34,Hedera,hbar,0.0882461,72878886,2247897576.0,2023-02-14
35,Cosmos,atom,13.4331,67360044,3888601462.0,2023-02-14
36,Oasis Network,rose,0.0793537,67270293,399098423.0,2023-02-14
37,Terra Classic,luna,0.000169746,62539687,1009275414.0,2023-02-14
38,Multi Collateral DAI,dai,0.999954,62370756,5194615798.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61335692,297904809.0,2023-02-14
40,NEAR Protocol,near,2.2446,59864783,1878377427.0,2023-02-14
41,Aave,aave,83.3818,56649932,1179904112.0,2023-02-14
42,Highstreet,high,3.249,56445035,99558191.0,2023-02-14
43,Blur,blur,0.68098,52514196,0.0,2023-02-14
44,Filecoin,fil,5.08318,51554897,1979970555.0,2023-02-14
45,USDD,usdd,0.986214,51110699,715333072.0,2023-02-14
46,Ocean Protocol,ocean,0.475836,49029316,206525823.0,2023-02-14
47,Loopring,lrc,0.411995,48408265,513343322.0,2023-02-14
48,Decentraland,mana,0.675007,47777226,1226231249.0,2023-02-14
49,JasmyCoin,jasmy,0.00662999,47176591,170572902.0,2023-02-14
50,ApeCoin,ape,5.20002,47092707,1897601913.0,2023-02-14
1,Tether,usdt,1.0004,19060635169,69210255411.0,2023-02-14
2,Bitcoin,btc,22238.4,13602463813,428350690458.0,2023-02-14
3,Binance USD,busd,0.999444,7372821976,21831263760.0,2023-02-14
4,Ethereum,eth,1555.65,3194372667,188931236076.0,2023-02-14
5,USD Coin,usdc,1.0,579926653,42565676466.0,2023-02-14
6,Solana,sol,21.8745,460006739,8015153342.0,2023-02-14
7,XRP,xrp,0.378571,391619725,19078262664.0,2023-02-14
8,Polygon,matic,1.25448,382401917,11234539658.0,2023-02-14
9,Binance Coin,bnb,297.409,343897387,47760330057.0,2023-02-14
10,Aptos,apt,14.4125,322979966,2108733537.0,2023-02-14
11,Fantom,ftm,0.514236,321014149,1428141971.0,2023-02-14
12,Hashflow,hft,0.701367,237355599,122900113.0,2023-02-14
13,SingularityNET,agix,0.461953,223805393,541152930.0,2023-02-14
14,Cardano,ada,0.388274,183038290,13607088728.0,2023-02-14
15,Dogecoin,doge,0.0832763,169622255,11432802162.0,2023-02-14
16,SHIBA INU,shib,1.27598e-05,167951404,7520252201.0,2023-02-14
17,Optimism,op,2.40503,162136168,540527545.0,2023-02-14
18,The Graph,grt,0.167768,159434558,1474368200.0,2023-02-14
19,Litecoin,ltc,95.0916,155866886,6829440212.0,2023-02-14
20,Fetch.ai,fet,0.455136,155397330,313187564.0,2023-02-14
21,Lido DAO Token,ldo,2.54063,132663787,2105335290.0,2023-02-14
22,Mina,mina,1.00057,116078827,839056120.0,2023-02-14
23,Render Token,rndr,1.73712,108870804,480903786.0,2023-02-14
24,Avalanche,avax,18.08,98479229,5657136995.0,2023-02-14
25,dYdX,dydx,2.63561,95896161,368791516.0,2023-02-14
26,Gala,gala,0.0439588,95635514,331559512.0,2023-02-14
27,Magic,magic,1.65884,90904129,343374425.0,2023-02-14
28,Hooked Protocol,hook,2.61819,88517165,130909596.0,2023-02-14
29,Curve,crv,1.0764,87289806,783662280.0,2023-02-14
30,The Sandbox,sand,0.711895,79606454,1119069136.0,2023-02-14
31,ChainLink,link,6.80069,79408745,3343220445.0,2023-02-14
32,TRON,trx,0.0666488,77312182,6135317665.0,2023-02-14
33,Polkadot,dot,6.22896,76292427,7359239455.0,2023-02-14
34,Hedera,hbar,0.0881905,72877830,2246480809.0,2023-02-14
35,Cosmos,atom,13.4268,67358792,3886774580.0,2023-02-14
36,Oasis Network,rose,0.0793445,67269199,399051908.0,2023-02-14
37,Terra Classic,luna,0.000169863,62539698,1009970296.0,2023-02-14
38,Multi Collateral DAI,dai,0.999945,62365894,5194567995.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61335693,297904809.0,2023-02-14
40,NEAR Protocol,near,2.24532,59864162,1878982255.0,2023-02-14
41,Aave,aave,83.3828,56648495,1179917539.0,2023-02-14
42,Highstreet,high,3.25,56444479,99588778.0,2023-02-14
43,Blur,blur,0.68802,52514201,0.0,2023-02-14
44,Filecoin,fil,5.08491,51554223,1980644964.0,2023-02-14
45,USDD,usdd,0.986243,51098575,715354038.0,2023-02-14
46,Ocean Protocol,ocean,0.475636,49028763,206438898.0,2023-02-14
47,Loopring,lrc,0.41134,48407393,512526234.0,2023-02-14
48,Decentraland,mana,0.674736,47776578,1225739641.0,2023-02-14
49,JasmyCoin,jasmy,0.00661047,47175926,170070773.0,2023-02-14
50,ApeCoin,ape,5.20007,47092126,1897622742.0,2023-02-14
1,Tether,usdt,1.0004,19059680562,69210645185.0,2023-02-14
2,Bitcoin,btc,22236.7,13602429868,428317171981.0,2023-02-14
3,Binance USD,busd,0.999444,7372318406,21831263760.0,2023-02-14
4,Ethereum,eth,1555.61,3194367598,188926256225.0,2023-02-14
5,USD Coin,usdc,0.999915,579923441,42561767458.0,2023-02-14
6,Solana,sol,21.8647,460007627,8011562930.0,2023-02-14
7,XRP,xrp,0.378571,391622400,19078262690.0,2023-02-14
8,Polygon,matic,1.25448,382402610,11234490743.0,2023-02-14
9,Binance Coin,bnb,297.409,343894699,47760330924.0,2023-02-14
10,Aptos,apt,14.4125,322980717,2108733575.0,2023-02-14
11,Fantom,ftm,0.514236,321014197,1428141971.0,2023-02-14
12,Hashflow,hft,0.701367,237355462,122900113.0,2023-02-14
13,SingularityNET,agix,0.4616,223804523,540738918.0,2023-02-14
14,Cardano,ada,0.387946,183038807,13595597561.0,2023-02-14
15,Dogecoin,doge,0.0832758,169622634,11432736700.0,2023-02-14
16,SHIBA INU,shib,1.27598e-05,167952137,7520252212.0,2023-02-14
17,Optimism,op,2.40498,162136527,540516994.0,2023-02-14
18,The Graph,grt,0.167769,159435061,1474377637.0,2023-02-14
19,Litecoin,ltc,95.0774,155866878,6828425177.0,2023-02-14
20,Fetch.ai,fet,0.455136,155397376,313187564.0,2023-02-14
21,Lido DAO Token,ldo,2.54062,132664141,2105327959.0,2023-02-14
22,Mina,mina,1.00057,116079168,839056120.0,2023-02-14
23,Render Token,rndr,1.73746,108871168,480999025.0,2023-02-14
24,Avalanche,avax,18.0799,98479500,5657108452.0,2023-02-14
25,dYdX,dydx,2.63561,95896468,368791515.0,2023-02-14
26,Gala,gala,0.0439315,95635723,331353301.0,2023-02-14
27,Magic,magic,1.65875,90904381,343356480.0,2023-02-14
28,Hooked Protocol,hook,2.61753,88517268,130876904.0,2023-02-14
29,Curve,crv,1.0764,87290066,783661829.0,2023-02-14
30,The Sandbox,sand,0.711895,79606449,1119069134.0,2023-02-14
31,ChainLink,link,6.80069,79408871,3343220444.0,2023-02-14
32,TRON,trx,0.0666488,77312166,6135317665.0,2023-02-14
33,Polkadot,dot,6.22896,76292580,7359239434.0,2023-02-14
34,Hedera,hbar,0.0881475,72877931,2245383969.0,2023-02-14
35,Cosmos,atom,13.4254,67358916,3886368607.0,2023-02-14
36,Oasis Network,rose,0.0792705,67269269,398679798.0,2023-02-14
37,Terra Classic,luna,0.000169349,62539890,1006919342.0,2023-02-14
38,Multi Collateral DAI,dai,0.999945,62366260,5194567995.0,2023-02-14
39,TerraClassicUSD,ust,0.0304,61335742,297904809.0,2023-02-14
